Part,Jan-98,Feb-98,Mar-98,Apr-98,May-98,Jun-98,Jul-98,Aug-98,Sep-98,Oct-98,Nov-98,Dec-98,Jan-99,Feb-99,Mar-99,Apr-99,May-99,Jun-99,Jul-99,Aug-99,Sep-99,Oct-99,Nov-99,Dec-99,Jan-00,Feb-00,Mar-00,Apr-00,May-00,Jun-00,Jul-00,Aug-00,Sep-00,Oct-00,Nov-00,Dec-00,Jan-01,Feb-01,Mar-01,Apr-01,May-01,Jun-01,Jul-01,Aug-01,Sep-01,Oct-01,Nov-01,Dec-01,Jan-02,Feb-02,Mar-02
21137090,1,0,1,0,0,1,0,2,0,0,0,2,4,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0
21313743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,2,6,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
21313967,0,0,0,0,2,0,1,5,4,2,2,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21314212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,6,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,1,1,2,2,0,0,0
21314563,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,4,0,0,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0
90289102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,3,2,1,1,3,1
90365649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,12,0,0,0,0,0
90451378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,2,2,1,1,0,1,1,0,2,0,1,1,0,0,0,3,1
90451460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,2,0,2,1,0,1,1,0,0,0,3,3,0,2,0,0,2
90451465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,1,1,3,0,1,0,1,0,1,0,0,1,2,1,0,0,1,1,2,0,0,0
90451486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,2,0,5,2,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0
90550149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,2,0,1,0,1,3,0,1,0,3,2,1,1,0,0
90584257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,2,0,2,2,0,0,1,1,0,1,0,0,0,3,2,3
90586031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,5,0,1,1,0,2,0,0,1,0,0,2,1,1,1,0,0,1
90589233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0,0,1,4,0,0,1,0,3,0,0,0,1,0,1,3,0
15317270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,1,1,0,0,0,0,1,1,1,0,0,5,0,0,2,3,0
15369304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,1,1,0,1,1
21011997,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0
21022120,8,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21030391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,2,1,0,0,0,2,1,0,1,1,0,0,0,3,1,1,3,1,0
21030447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,7,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,2,1
21033896,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,1,5,1,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,2
21033968,0,3,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
21034697,0,0,3,0,0,1,2,0,0,3,1,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21034928,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,1,0,0,4,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
21035405,2,3,6,3,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21035417,0,3,1,0,0,4,0,2,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
21041727,1,0,1,0,1,1,2,1,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0
21048575,0,0,2,0,1,0,3,0,0,0,0,2,0,0,0,1,0,0,2,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0
21049336,3,6,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21053201,0,0,0,1,0,1,1,0,2,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,0,1,0,1,0,0,0
21054311,0,0,1,1,1,1,0,5,1,0,0,0,0,2,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21054756,0,1,0,0,2,1,0,2,0,0,0,0,0,0,1,2,0,0,2,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
21054788,3,0,2,1,0,1,2,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
21055097,0,1,0,2,2,1,1,1,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
21055743,1,2,1,0,0,0,0,0,0,1,1,3,0,0,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
21056274,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,1,0,0,1,1,1,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,2,0,1,0,0,0,0
21056514,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,1,0,0,0,1,0,0,1
21057626,1,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21058694,1,1,1,1,0,2,0,1,0,0,0,0,0,0,1,1,0,1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
21058745,0,0,0,2,0,0,3,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,1,1,0,0,0
21060308,2,0,0,0,0,0,0,0,2,1,0,4,1,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
21060679,0,0,0,0,5,0,0,0,0,0,1,0,0,0,5,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
21060750,1,1,0,1,1,0,0,0,0,1,0,2,1,0,0,2,0,3,1,2,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21060877,2,3,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
21064875,0,0,0,0,0,0,2,0,2,3,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0
21068004,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,1,0,0,2,0,0,1,0,0,0,1,0,1,0
21068913,0,0,0,0,0,0,0,3,0,0,3,1,0,1,2,0,0,1,0,0,1,0,1,0,0,1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
21071458,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,8,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
21071551,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21081243,0,0,1,1,0,0,0,0,1,0,1,1,1,1,2,2,0,0,0,2,1,0,0,0,0,1,1,0,0,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21116431,0,0,0,2,0,0,0,0,1,1,2,1,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0
21134124,0,0,0,1,1,1,3,0,0,1,0,1,2,3,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
21181915,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,5,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
21311827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,3,1,0,2,3,2,0,0,0,1,0,0,1,1,0,0,1,2,1,0,0,0
21313398,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,1,1,0,0,0
21313718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,4,1,1,0,1,2,3,0,2,0,1,0,2,0
21314113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,2,2,2,2,1,0,0,1,0,1,2,0,1,0,1,2
21314253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,1,0,1,0,1,0,3,1,2,1,2,2,0,1,0,0,0,1,0
21315463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
21315647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,1,3,0,0,0,0,0,2,0,0,1,4,2,0,2,0,1
90170758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,4,0,0,0,0,0,2,0,2,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0
21034119,0,0,1,1,1,0,2,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1
21041340,1,0,2,0,1,0,0,0,2,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,0
21046251,2,1,0,2,0,0,0,0,0,0,1,1,0,0,0,1,2,3,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
21048468,1,0,2,5,0,2,1,1,0,0,0,1,0,0,0,2,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21048571,0,0,0,2,2,0,0,0,0,0,2,1,5,1,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
21048957,0,0,0,0,0,4,1,0,2,0,0,2,1,4,0,0,0,0,1,1,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21049101,1,0,0,1,0,0,2,1,2,1,0,0,1,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,1,0,0
21049345,2,0,0,1,2,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
21050254,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0
21052143,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
21053172,0,0,2,0,1,0,3,0,0,1,0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1
21054510,0,2,4,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,2,0,0,0
21056307,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,1,1,0,1,3,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0
21057243,0,0,0,0,1,1,2,1,0,0,1,2,1,0,2,2,0,0,0,2,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
21057761,0,3,1,0,0,3,3,4,1,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21058486,1,0,1,1,0,1,0,0,0,0,1,0,1,0,2,3,0,1,0,1,1,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
21058749,2,1,0,3,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,1,0,0,0
21059826,0,1,1,4,0,1,0,0,0,1,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
21060712,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0
21061227,3,1,0,0,0,0,1,2,0,1,0,0,0,0,3,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
21063186,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,2,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,3,2,1,0,0,0,0,2,0,0,0,0,0,0,1
21063282,1,2,1,0,1,0,2,0,0,0,1,2,1,0,0,0,2,0,2,0,0,0,1,0,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21066522,1,0,0,0,1,4,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,1,0,1,0
21068926,0,0,0,0,0,0,4,0,0,1,0,0,0,1,1,3,1,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
21071698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,3,3,0,1,0,0,2,0,0,2,0,1,4,0,0,1,0,0
21091641,4,3,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
21107614,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
21133955,2,0,0,4,1,0,1,1,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0
21133973,1,1,0,0,0,2,0,2,0,1,0,4,2,3,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21134122,0,0,0,0,0,0,4,0,0,2,1,4,0,1,1,1,1,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21135502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,2,0,0,3,0,2,1,1,3,0,2,0,0,0,0,3
21135750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,1,0,0,0,0,1,2,0,2,11,0,0,0,0,0,0,0,0
21135776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,2,0,0,0,1,2,2,0,2,0,0,1,0,1,1,1,2,1
21137059,0,0,0,0,1,4,1,0,3,1,1,1,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
21181500,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0
21312023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
21313218,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,2,0,3,0,0,0,1,0,2,0,1,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
21313368,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0,1,0,1,0,1,0,3,0,0,2,1,0,0,0,0,1,2,0,1,0,2,0,1,0,0,0,0,0,0
21030615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,3,5,0,1,1,2,1,5
21035345,0,2,1,0,0,1,2,1,0,1,0,0,2,0,0,2,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21049344,2,2,0,2,0,0,0,0,0,0,1,0,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1
21049874,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,2,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0
21049908,0,0,0,0,1,0,6,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,2,2,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
21050118,1,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,1,0,0,0,0,1,0,1,0,1,1,1,3,0,0,0,0,1,0,0,1,0,0,0,0
21050261,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,4,0,1,2,0,0,0,0,1,0,0,1,2,0,0,1,0,1,0,2,0,0,1,0,0,0,0
21050832,2,2,0,0,3,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,0,0
21054135,0,0,5,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,3,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
21054524,1,2,3,0,0,1,0,1,0,0,0,3,1,2,0,0,1,1,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21055106,0,2,1,1,1,1,2,2,2,0,0,0,0,0,0,1,0,3,1,0,0,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21055758,1,0,1,0,0,0,0,0,4,0,3,0,0,0,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,2,0,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21055773,0,1,1,0,2,1,2,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,2,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0
21061922,3,3,0,1,0,1,0,0,1,0,3,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
21062874,0,0,0,1,0,2,3,5,2,0,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
21068016,0,0,1,0,0,0,1,1,5,0,0,5,0,2,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
21068917,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,2,0,1,0,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
21069784,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,1,0,0,1,0,0,3,1,0,0,0,1,2,1,0,1,0,1,1,0,0,0,1,2,0,0,0,1,0,1,0,0
21088599,0,0,0,0,1,1,0,3,0,0,1,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,2,0,0,1,2
21091929,2,4,0,0,0,1,2,2,0,1,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0
21121942,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21121943,2,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21133576,0,0,0,2,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,4,0
21181232,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,3,4,1,0,1,2,0,1,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
21312136,0,0,0,0,1,1,0,0,0,2,3,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,2,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0
21312177,0,0,0,0,0,0,1,3,3,3,1,1,1,3,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21313397,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,3,1,2,0,0,3,0,2,0,0,0,0,2,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0
21313399,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,2,4,0,0,2,0,0,0,0,0,2,1,0,1
21314018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,1,0,0,0,0,2,0,2,2,1,4,2,0,1,1,1,1,0
